produtor,regiao,tecnico,num_galpao,tipo_instalacao,nutricao,area,genetica,origem,peso_pintinho_kg,data_alojamento,aves_alojadas,data_abate,aves_abatidas,vazio_dias,densidade_aves_m2,idade_media_dias,peso_abatido_kg,peso7,peso14,peso21,peso28,peso35,peso42,peso49,pct_mort7,pct_mort14,pct_mort21,pct_mort28,pct_mort35,pct_mort42,pct_mort49,racao_pre,racaoinicial,racao_cres1,racao_cres2,racao_final,racao_total,sobra_racao,peso_medio_kg,duracao_ciclo_dias,data_alojamento_ano,data_alojamento_mes,data_alojamento_dia,data_abate_ano,data_abate_mes,data_abate_dia,peso_medio_calculado_kg,racao_total_por_ave,sobra_racao_pct,ganho_peso_kg,taxa_abate,mortalidade_total_pct,predicted_peso_medio_kg
P163,Regiao_3,Tecnico_12,2,Tipo_13,N_3,2400,G_1,Origem_11,0.0423666666,2018-06-25,30000,2018-08-15,28664,17.0,12.5,50.913,93750,0.16,0.4,0.85,1.4,2.0,2.73,3.05,2.1166666666,2.76,3.2733333333,3.6,3.8666666666,4.3566666666,5.12,6000,26943,20983,57993,56081,168000,0,3.2706530840078147,51,2018,6,25,2018,8,15,3.2706530840078147,5.6,0.0,3.2282864174078147,0.9554666666666667,5.12,3.4406481149216686
P116,Regiao_1,Tecnico_1,1,Tipo_14,N_3,2560,G_5,Origem_8,0.039,2018-06-26,33093,2018-08-15,28095,21.0,12.927,49.647,93290,0.15,0.375,0.83,1.48,2.183,2.705,3.37,4.771401807,5.2790620372,5.5177832169,5.7625479708,6.7355634122,10.8089324026,12.6884839694,6293,28359,20955,84119,32520,172246,3540,3.3205196654208935,50,2018,6,26,2018,8,15,3.3205196654208935,5.204907382225849,0.02055200120757521,3.2815196654208934,0.8489710814975977,12.6884839694,3.460709132721715
P116,Regiao_1,Tecnico_1,2,Tipo_14,N_3,2560,G_5,Origem_8,0.039,2018-06-26,33000,2018-08-15,30456,21.0,12.891,49.867,103250,0.151,0.38,0.835,1.5,2.216,2.77,3.41,4.806060606,4.9363636363,5.1333333333,5.2696969696,5.4727272727,5.6303030303,6.2727272727,6309,30121,20930,83941,42064,183365,0,3.3901365904912004,50,2018,6,26,2018,8,15,3.3901365904912004,5.556515151515152,0.0,3.3511365904912003,0.9229090909090909,6.2727272727,3.411937228855007
P275,Regiao_5,Tecnico_5,1,Tipo_14,N_1,2400,G_5,Origem_8,0.039,2018-06-26,32000,2018-08-15,30780,18.0,13.333,49.312,103580,0.18,0.475,0.95,1.4,2.08,2.8,3.37,0.478125,0.665625,0.8875,1.1625,1.3875,1.903125,2.6875,6020,30046,20956,71904,51014,179940,6000,3.365172189733593,50,2018,6,26,2018,8,15,3.365172189733593,5.623125,0.03334444814938313,3.326172189733593,0.961875,2.6875,3.464847109404653
P275,Regiao_5,Tecnico_5,2,Tipo_13,N_1,1500,G_5,Origem_8,0.039,2018-06-26,17500,2018-08-17,16800,18.0,11.667,52.4,61130,0.175,0.47,0.93,1.41,2.21,2.9,3.31,0.7828571428,1.0685714285,1.2971428571,1.56,1.8457142857,2.1485714285,2.88,2997,18020,11989,38948,36954,108908,0,3.6386904761904764,52,2018,6,26,2018,8,17,3.6386904761904764,6.223314285714285,0.0,3.599690476190476,0.96,2.88,3.588718897847256
P328,Regiao_10,Tecnico_5,3,Tipo_14,N_1,2250,G_1,Origem_11,0.039,2018-06-26,26000,2018-08-20,24960,25.0,11.556,53.87,96480,0.175,0.435,0.9,1.51,2.215,2.85,3.3,0.5038461538,0.9076923076,1.3346153846,1.6346153846,2.0423076923,2.6153846153,4.1307692307,5326,20995,14969,74890,58517,174697,0,3.8653846153846154,55,2018,6,26,2018,8,20,3.8653846153846154,6.719115384615384,0.0,3.8263846153846153,0.96,4.1307692307,3.8160883039938924
P173,Regiao_7,Tecnico_8,1,Tipo_14,N_1,2400,G_5,Origem_8,0.039,2018-06-27,31500,2018-08-20,29390,34.0,13.125,54.794,112680,0.17,0.37,0.836,1.4,2.0,2.822,3.406,2.9619047619,3.4634920634,3.8888888888,4.073015873,4.4412698412,5.0761904761,6.5428571428,6046,29956,20955,77870,69974,204801,4930,3.8339571282749234,54,2018,6,27,2018,8,20,3.8339571282749234,6.501619047619047,0.024072148085214427,3.7949571282749233,0.933015873015873,6.5428571428,3.826994068526283
P85,Regiao_3,Tecnico_6,1,Tipo_13,N_1,2400,G_3,Origem_16,0.044,2018-06-27,31000,2018-08-17,30000,22.0,12.917,50.269,109830,0.17,0.414,0.855,1.5,2.15,2.9,3.52,0.5096774193,0.7387096774,0.8709677419,0.9774193548,1.1967741935,1.8322580645,3.0548387096,6012,30099,20950,59904,77652,194617,1560,3.661,51,2018,6,27,2018,8,17,3.661,6.277967741935484,0.008015743742838498,3.617,0.967741935483871,3.0548387096,3.676061912426576
P85,Regiao_3,Tecnico_6,2,Tipo_13,N_1,2400,G_3,Origem_16,0.0394677419,2018-06-27,31000,2018-08-20,29740,22.0,12.917,53.618,115530,0.168,0.388,0.85,1.4,2.11,2.8,3.48,0.6677419354,0.9709677419,1.1903225806,1.3354838709,1.5967741935,2.3516129032,3.993548387,6039,29955,20949,59879,95281,212103,7228,3.8846671149966374,54,2018,6,27,2018,8,20,3.8846671149966374,6.842032258064516,0.034077782963937334,3.8451993730966376,0.9593548387096774,3.993548387,3.905119729749636
P86,Regiao_3,Tecnico_6,1,Tipo_14,N_1,2400,G_1,Origem_15,0.048,2018-06-27,30000,2018-08-15,28200,23.0,12.5,49.047,99260,0.18,0.47,0.91,1.53,2.197,2.885,2.885,2.1366666666,2.58,3.07,3.33,3.76,4.87,6.0733333333,6005,30108,14984,74867,49821,175785,1160,3.5198581560283686,49,2018,6,27,2018,8,15,3.5198581560283686,5.8595,0.006598970333077339,3.4718581560283686,0.94,6.0733333333,3.4989716313586636
P86,Regiao_3,Tecnico_6,2,Tipo_14,N_1,2400,G_1,Origem_15,0.041,2018-06-27,30000,2018-08-15,28120,23.0,12.5,49.264,98980,0.186,0.465,0.87,1.52,2.183,2.88,2.88,1.6533333333,2.05,2.3033333333,2.4066666666,3.0166666666,4.2133333333,5.6066666666,6070,30063,14979,74879,49335,175326,1680,3.519914651493599,49,2018,6,27,2018,8,15,3.519914651493599,5.8442,0.009582149823756887,3.478914651493599,0.9373333333333334,5.6066666666,3.5110988262417524
P141,Regiao_9,Tecnico_11,1,Tipo_14,N_1,2560,G_1,Origem_12,0.046,2018-06-28,30300,2018-08-20,29310,24.0,11.836,52.39,113430,0.214,0.503,0.92,1.53,2.189,2.889,3.2,0.8844884488,1.3564356435,1.5610561056,1.7128712871,1.8448844884,2.0396039603,2.3234323432,6275,30020,20972,59917,83100,200284,1010,3.8700102354145343,53,2018,6,28,2018,8,20,3.8700102354145343,6.61003300330033,0.005042839168380899,3.8240102354145344,0.9673267326732673,2.3234323432,3.7128943504798073
P25,Regiao_2,Tecnico_12,1,Tipo_13,N_1,1769,G_1,Origem_12,0.0443357142,2018-06-28,28000,2018-08-17,26658,27.0,15.828,49.94,92760,0.195,0.47,0.94,1.49,2.2,2.84,3.33,0.975,1.3178571428,1.5285714285,1.725,2.1642857142,2.8357142857,3.65,5997,24024,18465,80878,36640,166004,4220,3.479630880036012,50,2018,6,28,2018,8,17,3.479630880036012,5.928714285714285,0.02542107419098335,3.435295165836012,0.9520714285714286,3.65,3.412246344101173
P27,Regiao_9,Tecnico_11,1,Tipo_14,N_1,2560,G_3,Origem_12,0.046,2018-06-28,30432,2018-08-20,29495,23.0,11.888,52.214,111230,0.208,0.496,0.895,1.45,2.184,2.824,3.26,1.0745268138,1.7481598317,1.9748948475,2.1293375394,2.2542060988,2.3856466876,2.628811777,6329,29818,20985,59898,78606,195636,2610,3.7711476521444314,53,2018,6,28,2018,8,20,3.7711476521444314,6.428627760252366,0.013341102864503466,3.7251476521444316,0.9692100420609885,2.628811777,3.6965097837868512
P312,Regiao_9,Tecnico_11,1,Tipo_14,N_1,2560,G_1,Origem_12,0.044,2018-06-28,31500,2018-08-20,30240,23.0,12.305,52.2,115500,0.207,0.515,0.945,1.575,2.192,2.876,3.265,0.9206349206,1.6444444444,2.0317460317,2.2349206349,2.4349206349,2.7492063492,3.3904761904,6999,29990,20929,59886,83527,201331,6770,3.8194444444444446,53,2018,6,28,2018,8,20,3.8194444444444446,6.391460317460317,0.03362621752238851,3.7754444444444446,0.96,3.3904761904,3.7018366903821263
P148,Regiao_13,Tecnico_8,1,Tipo_14,N_1,2400,G_4,Origem_8,0.0401630769,2018-06-29,32500,2018-08-17,31200,21.0,13.542,48.317,108200,0.17,0.495,1.0,1.6,2.4,3.1,3.55,1.4769230769,1.6707692307,1.8676923076,2.0215384615,2.3815384615,3.2215384615,3.9138461538,5999,30058,20939,71930,60169,189095,0,3.467948717948718,49,2018,6,29,2018,8,17,3.467948717948718,5.818307692307692,0.0,3.427785641048718,0.96,3.9138461538,3.5076425000216442
P149,Regiao_7,Tecnico_8,1,Tipo_13,N_1,2400,G_4,Origem_8,0.039,2018-06-29,32000,2018-08-21,30300,27.0,13.333,52.292,115470,0.155,0.427,0.83,1.518,2.256,2.902,3.4,2.046875,2.321875,2.48125,2.575,2.7625,3.415625,4.25,5272,30084,20977,74893,74928,206154,0,3.8108910891089107,53,2018,6,29,2018,8,21,3.8108910891089107,6.4423125,0.0,3.7718910891089106,0.946875,4.25,3.7490223670484495
P267,Regiao_4,Tecnico_2,1,Tipo_13,N_3,2400,G_1,Origem_22,0.043,2018-06-29,30000,2018-08-20,28020,35.0,12.5,52.321,101080,0.19,0.47,0.965,1.52,2.165,2.8,3.5,0.6133333333,0.9433333333,1.1533333333,1.4433333333,1.83,2.59,4.03,6057,29099,20920,86986,49195,192257,0,3.6074232690935046,52,2018,6,29,2018,8,20,3.6074232690935046,6.408566666666666,0.0,3.5644232690935045,0.934,4.03,3.6269672274268014
P267,Regiao_4,Tecnico_2,2,Tipo_13,N_3,2400,G_1,Origem_22,0.041,2018-06-29,30000,2018-08-20,28560,28.0,12.5,52.543,103610,0.195,0.48,0.96,1.52,2.16,2.775,3.2,0.5466666666,0.9466666666,1.1633333333,1.45,1.8133333333,2.52,3.71,6021,29059,20978,86995,50815,193868,0,3.6278011204481793,52,2018,6,29,2018,8,20,3.6278011204481793,6.462266666666666,0.0,3.5868011204481793,0.952,3.71,3.6365693058994086
P8,Regiao_15,Tecnico_7,1,Tipo_13,N_1,2400,G_5,Origem_8,0.04,2018-06-29,28862,2018-08-24,26802,27.0,12.026,55.844,106210,0.16,0.43,0.91,1.48,2.1,2.67,3.33,2.2139837849,2.7752754486,3.0108793569,3.2291594484,3.5340586237,4.5977409742,5.7792252789,6051,27029,20955,80881,66133,201049,9180,3.962763972837848,56,2018,6,29,2018,8,24,3.962763972837848,6.965872080936872,0.04566051062178872,3.922763972837848,0.9286258748527476,5.7792252789,3.855861786722613
P8,Regiao_15,Tecnico_7,2,Tipo_14,N_1,2400,G_5,Origem_8,0.04065625,2018-06-29,32000,2018-08-24,29858,27.0,13.333,55.833,120010,0.17,0.44,0.91,1.6,2.25,2.94,3.59,1.896875,2.384375,2.55625,2.746875,3.23125,4.375,5.575,6405,30047,20949,89863,79299,226563,4800,4.019358295934088,56,2018,6,29,2018,8,24,4.019358295934088,7.08009375,0.021186160140887964,3.9787020459340883,0.9330625,5.575,3.9509181167927068
P113,Regiao_15,Tecnico_7,1,Tipo_13,N_1,2400,G_4,Origem_12,0.0436774193,2018-06-30,31000,2018-08-21,28865,29.0,12.917,51.636,112310,0.189,0.51,0.993,1.691,2.4,2.95,3.81,1.4516129032,1.9967741935,2.3387096774,2.6548387096,3.6354838709,4.9096774193,6.3516129032,6018,28983,17956,92854,58907,204718,0,3.8908712974190194,52,2018,6,30,2018,8,21,3.8908712974190194,6.603806451612903,0.0,3.8471938781190196,0.9311290322580645,6.3516129032,3.7051516879176503
P125,Regiao_15,Tecnico_7,1,Tipo_14,N_1,1500,G_1,Origem_12,0.042,2018-06-30,21000,2018-08-21,19762,28.0,14.0,51.834,74200,0.196,0.495,0.975,1.648,2.37,2.875,3.715,1.338095238,2.0095238095,2.4238095238,2.8095238095,3.3714285714,4.1714285714,5.3714285714,4005,18042,14974,65923,31436,134380,1640,3.7546807003339744,52,2018,6,30,2018,8,21,3.7546807003339744,6.399047619047619,0.012204197053132906,3.7126807003339746,0.941047619047619,5.3714285714,3.578164695444102
P153,Regiao_12,Tecnico_7,2,Tipo_13,N_1,2400,G_1,Origem_15,0.048,2018-06-30,30000,2018-08-22,29020,26.0,12.5,53.667,111890,0.195,0.475,0.97,1.57,2.31,2.82,3.54,0.7666666666,1.1066666666,1.3366666666,1.5466666666,1.85,2.26,2.7366666666,6021,29982,14968,104843,51301,207115,15017,3.855616815988973,53,2018,6,30,2018,8,22,3.855616815988973,6.903833333333333,0.07250561282379354,3.807616815988973,0.9673333333333334,2.7366666666,3.7516743101805337
P209,Regiao_11,Tecnico_7,1,Tipo_14,N_1,2400,G_4,Origem_12,0.042,2018-06-30,30645,2018-08-21,29214,26.0,12.769,52.59,94550,0.165,0.46,0.88,1.46,2.14,2.6,3.7,1.1486376244,2.4995921031,2.7834883341,2.9303312122,3.1359112416,3.5862294012,4.3400228422,5927,30049,21223,81073,42317,180589,0,3.236461970288218,52,2018,6,30,2018,8,21,3.236461970288218,5.892935225974874,0.0,3.194461970288218,0.9533039647577093,4.3400228422,3.6032376708882263
P209,Regiao_11,Tecnico_7,2,Tipo_14,N_1,2400,G_1,Origem_12,0.0438774193,2018-06-30,31000,2018-08-23,29829,26.0,12.917,52.301,112770,0.19,0.51,0.97,1.54,2.2,2.73,3.679,0.7,1.2193548387,1.6,1.9774193548,2.4451612903,2.8709677419,3.393548387,6052,30107,20765,96401,46839,200164,0,3.780549130041235,54,2018,6,30,2018,8,23,3.780549130041235,6.456903225806451,0.0,3.736671710741235,0.9622258064516129,3.393548387,3.6895357244681075
P253,Regiao_12,Tecnico_7,1,Tipo_14,N_1,2250,G_1,Origem_15,0.05,2018-06-30,30000,2018-08-22,26964,24.0,13.333,53.493,103110,0.2,0.52,0.95,1.6,2.3,2.95,3.55,6.65,7.8333333333,8.39,8.6833333333,8.9966666666,9.5866666666,10.26,6003,30006,14976,89814,45101,185900,0,3.82398753894081,53,2018,6,30,2018,8,22,3.82398753894081,6.196666666666666,0.0,3.77398753894081,0.8988,10.26,3.648386455327063
P311,Regiao_2,Tecnico_6,4,Tipo_13,N_1,1800,G_4,Origem_8,0.039,2018-06-30,24000,2018-08-21,22213,28.0,13.333,52.402,82760,0.168,0.431,0.91,1.44,2.14,2.7,3.45,1.0833333333,1.55,1.8333333333,2.1125,2.4083333333,3.6791666666,5.25,5017,23036,14995,59893,53403,156344,270,3.7257461846666367,52,2018,6,30,2018,8,21,3.7257461846666367,6.514333333333333,0.001726961060226168,3.6867461846666365,0.9255416666666667,5.25,3.648911933119021
P7,Regiao_10,Tecnico_5,4,Tipo_13,N_1,2250,G_1,Origem_12,0.0438571428,2018-07-01,28000,2018-08-16,27230,25.0,12.444,46.086,87400,0.218,0.429,0.904,1.405,2.47,2.969,2.969,0.6428571428,1.1035714285,1.3571428571,1.6285714285,1.9071428571,2.3071428571,2.625,5824,30099,14964,59885,37164,147936,0,3.2096951891296364,46,2018,7,1,2018,8,16,3.2096951891296364,5.283428571428572,0.0,3.1658380463296365,0.9725,2.625,3.1871992388375734
P108,Regiao_3,Tecnico_1,1,Tipo_14,N_3,2560,G_1,Origem_12,0.0452578616,2018-07-02,31800,2018-08-23,30072,24.0,12.422,51.432,117130,0.19,0.47,1.05,1.677,2.224,3.027,3.679,0.8113207547,1.144654088,1.4245283018,1.7327044025,2.2106918238,3.4811320754,4.4025157232,6370,30011,20967,74990,75942,208280,0,3.8949853684490554,52,2018,7,2,2018,8,23,3.8949853684490554,6.549685534591195,0.0,3.8497275068490553,0.9456603773584905,4.4025157232,3.6009825830541287
P123,Regiao_3,Tecnico_1,1,Tipo_14,N_3,2560,G_3,Origem_12,0.0650566037,2018-07-02,31800,2018-08-23,30762,25.0,12.422,51.22,115770,0.18,0.44,1.003,1.59,2.156,2.881,3.672,0.5628930817,0.7955974842,0.9339622641,1.1194968553,1.5471698113,2.2044025157,2.7987421383,6308,30059,20964,69043,77131,203505,810,3.7634094012092842,52,2018,7,2,2018,8,23,3.7634094012092842,6.399528301886792,0.003980246185597405,3.6983527975092843,0.9673584905660377,2.7987421383,3.5685403756224345
P172,Regiao_1,Tecnico_1,1,Tipo_13,N_1,2400,G_5,Origem_12,0.041,2018-07-02,30500,2018-08-22,29295,21.0,12.708,50.563,107190,0.188,0.458,0.984,1.518,2.335,2.936,3.655,0.6426229508,1.1311475409,1.4393442622,1.8295081967,2.2557377049,2.9606557377,3.9344262295,5998,30031,20989,89879,43319,190216,5710,3.6589861751152073,51,2018,7,2,2018,8,22,3.6589861751152073,6.236590163934427,0.030018505278210036,3.6179861751152074,0.9604918032786885,3.9344262295,3.5610799942574456
P172,Regiao_1,Tecnico_1,2,Tipo_13,N_1,2400,G_1,Origem_12,0.0412295081,2018-07-02,30500,2018-08-22,29000,21.0,12.708,50.924,103750,0.187,0.45,0.99,1.584,2.316,2.947,3.37,0.8360655737,1.5245901639,2.0262295081,2.4098360655,2.8524590163,3.5868852459,4.5245901639,6008,30045,20928,89954,45071,192006,0,3.5775862068965516,51,2018,7,2,2018,8,22,3.5775862068965516,6.29527868852459,0.0,3.536356698796552,0.9508196721311475,4.5245901639,3.6132595801963547
P232,Regiao_11,Tecnico_7,1,Tipo_13,N_1,2400,G_1,Origem_11,0.0433103448,2018-07-03,29000,2018-08-16,27930,21.0,12.083,43.253,84420,0.2,0.49,0.975,1.59,2.275,2.82,2.82,0.4689655172,0.8965517241,1.0931034482,1.348275862,1.6586206896,2.3172413793,2.7275862068,6033,29907,14983,59935,30057,140915,0,3.0225563909774436,44,2018,7,3,2018,8,16,3.0225563909774436,4.859137931034483,0.0,2.9792460461774435,0.963103448275862,2.7275862068,3.062357559827315
P302,Regiao_11,Tecnico_7,1,Tipo_13,N_1,2400,G_1,Origem_11,0.044,2018-07-03,29000,2018-08-16,27860,21.0,12.083,43.436,82290,0.205,0.492,0.988,1.58,2.263,2.8,2.8,0.4379310344,0.9517241379,1.1275862068,1.3310344827,1.6551724137,2.5137931034,2.9103448275,5979,30029,14970,59889,28990,139857,1030,2.953697056712132,44,2018,7,3,2018,8,16,2.953697056712132,4.822655172413793,0.00736466533673681,2.909697056712132,0.9606896551724138,2.9103448275,3.0672828591502808
P319,Regiao_3,Tecnico_1,1,Tipo_14,N_3,2560,G_1,Origem_11,0.0455657665,2018-07-03,33254,2018-08-17,31692,22.0,12.99,44.565,104940,0.196,0.51,1.03,1.68,2.59,3.25,3.25,1.0043904492,1.1427196728,1.3893065495,1.6810007818,2.2553677753,3.4221447043,3.7589462921,6332,30050,23935,54038,60280,174635,700,3.3112457402499054,45,2018,7,3,2018,8,17,3.3112457402499054,5.251548685872376,0.00400836029432817,3.265679973749905,0.9530282071329765,3.7589462921,3.2710913708717873
P51,Regiao_3,Tecnico_1,1,Tipo_14,N_3,2560,G_1,Origem_11,0.0455333434,2018-07-03,33035,2018-08-23,32060,25.0,12.904,50.747,112900,0.2,0.5,0.9,1.44,2.19,2.87,3.45,0.4116845769,0.5872559406,0.7265021946,0.9141819282,1.1351596791,1.4560314817,1.755713637,6359,30040,23975,80036,62236,202646,2830,3.5215221459762946,51,2018,7,3,2018,8,23,3.5215221459762946,6.134281822309672,0.013965239876434768,3.475988802576295,0.9704858483426668,1.755713637,3.6241546408922676
P188,Regiao_5,Tecnico_11,1,Tipo_14,N_1,2400,G_4,Origem_15,0.04,2018-07-04,31200,2018-08-22,28600,21.0,13.0,49.075,103070,0.195,0.46,0.95,1.6,2.4,3.0,3.35,0.7019230769,1.0673076923,1.2403846153,1.4839743589,3.3012820512,6.0576923076,8.4903846153,6355,29879,20944,85854,42361,185393,2710,3.603846153846154,49,2018,7,4,2018,8,22,3.603846153846154,5.942083333333334,0.014617596133618852,3.563846153846154,0.9166666666666666,8.4903846153,3.5817526947772276
P188,Regiao_5,Tecnico_11,2,Tipo_13,N_1,2160,G_4,Origem_15,0.04,2018-07-04,28000,2018-08-22,26616,21.0,12.963,49.235,95460,0.19,0.45,0.9,1.55,2.35,2.9,3.5,0.825,1.2821428571,1.6571428571,2.0142857142,3.175,5.4821428571,7.3035714285,5804,30074,14968,74892,39978,165716,2110,3.586564472497746,49,2018,7,4,2018,8,22,3.586564472497746,5.918428571428572,0.012732626903859616,3.546564472497746,0.9505714285714286,7.3035714285,3.4831324272330493
P247,Regiao_13,Tecnico_8,3,Tipo_14,N_1,2400,G_1,Origem_8,0.04,2018-07-04,31043,2018-08-23,29742,23.0,12.935,49.504,103300,0.2,0.49,0.97,1.59,2.285,3.015,3.45,1.591341043,1.9005895048,2.2935927584,2.4224462841,2.6060625583,2.9314177109,3.2761008923,5904,29389,21045,75153,50474,181965,3600,3.473202878084863,50,2018,7,4,2018,8,23,3.473202878084863,5.861707953483878,0.019784024400296762,3.433202878084863,0.9580903907483168,3.2761008923,3.5102851016635683
P247,Regiao_13,Tecnico_8,4,Tipo_14,N_1,2400,G_5,Origem_8,0.04,2018-07-04,32000,2018-08-23,30818,23.0,13.333,49.207,107910,0.205,0.495,0.985,1.6,2.29,3.03,3.45,1.353125,1.83125,2.35,2.6375,2.878125,3.20625,3.690625,6049,30134,20562,74301,52549,183595,7030,3.501525082743851,50,2018,7,4,2018,8,23,3.501525082743851,5.73734375,0.038290803126446796,3.461525082743851,0.9630625,3.690625,3.4842634774776142
P46,Regiao_5,Tecnico_5,1,Tipo_13,N_1,1572,G_1,Origem_11,0.0445,2018-07-04,20000,2018-08-16,18870,32.0,12.723,43.576,53600,0.185,0.48,1.0,1.5,2.0,2.58,2.58,3.88,4.5,4.865,5.245,5.61,6.035,6.135,4552,18052,12001,35954,21061,91620,0,2.8404875463698995,43,2018,7,4,2018,8,16,2.8404875463698995,4.581,0.0,2.7959875463698993,0.9435,6.135,3.134883288847851
P61,Regiao_2,Tecnico_12,1,Tipo_13,N_1,2100,G_5,Origem_8,0.04,2018-07-04,27000,2018-08-24,26064,29.0,12.857,50.575,82220,0.172,0.42,0.823,1.406,1.986,2.67,3.05,0.8037037037,1.3296296296,1.5962962962,2.474074074,2.7111111111,2.9851851851,3.4333333333,5604,27003,14954,65871,34224,147656,8820,3.1545426642111725,51,2018,7,4,2018,8,24,3.1545426642111725,5.468740740740741,0.05973343446930704,3.1145426642111724,0.9653333333333334,3.4333333333,3.3270000341184156
P61,Regiao_2,Tecnico_12,2,Tipo_13,N_1,2400,G_5,Origem_8,0.04,2018-07-04,30000,2018-08-17,28596,32.0,12.5,43.581,86450,0.177,0.415,0.896,1.704,2.3,3.02,3.02,0.83,1.3366666666,2.55,2.9133333333,3.6066666666,4.3366666666,4.5633333333,5998,29986,14990,53983,38701,143658,3380,3.023150090921807,44,2018,7,4,2018,8,17,3.023150090921807,4.7886,0.023528101463197316,2.983150090921807,0.9532,4.5633333333,2.898678604245463
P22,Regiao_8,Tecnico_11,1,Tipo_14,N_3,2145,G_5,Origem_8,0.04,2018-07-05,28600,2018-08-24,27000,20.0,13.333,50.117,93300,0.175,0.45,0.92,1.58,2.24,2.98,3.4,0.5139860139,0.8671328671,1.0734265734,1.2517482517,1.5349650349,2.0104895104,2.9125874125,5878,27044,19972,65151,44438,162483,2540,3.4555555555555557,50,2018,7,5,2018,8,24,3.4555555555555557,5.681223776223776,0.015632404620791098,3.4155555555555557,0.9440559440559441,2.9125874125,3.421038484506478
P235,Regiao_10,Tecnico_5,1,Tipo_13,N_1,2400,G_5,Origem_8,0.04,2018-07-05,29700,2018-08-16,28064,27.0,12.375,41.955,75430,0.175,0.485,0.897,1.589,2.277,2.79,2.79,1.8215488215,3.468013468,4.6329966329,5.0875420875,5.6363636363,6.367003367,6.367003367,5821,29108,20993,38969,33139,128030,0,2.687785062713797,42,2018,7,5,2018,8,16,2.687785062713797,4.31077441077441,0.0,2.647785062713797,0.9449158249158249,6.367003367,2.7961341208801795
P235,Regiao_10,Tecnico_5,2,Tipo_14,N_1,2400,G_5,Origem_8,0.04,2018-07-05,30700,2018-08-16,29568,26.0,12.792,41.922,79600,0.17,0.475,0.894,1.574,2.231,2.78,2.78,1.1335504885,2.4006514657,3.0228013029,3.3908794788,3.8762214983,4.654723127,4.654723127,5993,30071,20955,38945,39315,135279,0,2.692099567099567,42,2018,7,5,2018,8,16,2.692099567099567,4.406482084690554,0.0,2.652099567099567,0.9631270358306189,4.654723127,2.7828965081597676
P254,Regiao_5,Tecnico_5,1,Tipo_13,N_3,2250,G_5,Origem_8,0.04,2018-07-05,28700,2018-08-16,27300,17.0,12.756,41.434,71080,0.18,0.47,0.86,1.43,2.1,2.68,2.68,1.6864111498,2.3449477351,3.5331010452,3.8048780487,3.9965156794,4.5296167247,4.5296167247,5830,27053,20979,40027,24378,118267,2660,2.6036630036630037,42,2018,7,5,2018,8,16,2.6036630036630037,4.120801393728223,0.022491481140132073,2.5636630036630037,0.9512195121951219,4.5296167247,2.807480630254146
P254,Regiao_5,Tecnico_5,2,Tipo_13,N_3,2250,G_5,Origem_8,0.04,2018-07-05,28700,2018-08-16,27692,21.0,12.756,41.688,69290,0.18,0.47,0.88,1.45,2.1,2.69,2.69,1.5470383275,2.3101045296,2.8083623693,2.9268292682,3.1184668989,3.5261324041,3.5261324041,5860,27045,20969,39044,26221,119139,800,2.5021666907410083,42,2018,7,5,2018,8,16,2.5021666907410083,4.151184668989547,0.006714845684452614,2.4621666907410082,0.9648780487804878,3.5261324041,2.8237556889610644
P142,Regiao_10,Tecnico_5,2,Tipo_14,N_1,2400,G_5,Origem_8,0.0422649006,2018-07-06,30200,2018-08-24,28252,23.0,12.583,48.242,95560,0.197,0.456,0.905,1.567,2.29,2.99,3.31,1.1324503311,2.059602649,2.6854304635,3.1423841059,3.6821192052,4.5894039735,5.4900662251,6036,29064,20977,74899,36694,167670,0,3.3824154042191705,49,2018,7,6,2018,8,24,3.3824154042191705,5.5519867549668875,0.0,3.3401505036191703,0.9354966887417219,5.4900662251,3.4293766712534346
P142,Regiao_10,Tecnico_5,3,Tipo_14,N_1,2400,G_5,Origem_8,0.046,2018-07-06,30200,2018-08-24,28574,23.0,12.583,48.499,98010,0.203,0.491,0.948,1.621,2.3,3.01,3.32,1.1622516556,1.8708609271,2.3509933774,2.7549668874,3.1721854304,3.8112582781,4.1688741721,5997,29045,20969,74934,40117,171062,0,3.4300412962833344,49,2018,7,6,2018,8,24,3.4300412962833344,5.66430463576159,0.0,3.3840412962833346,0.946158940397351,4.1688741721,3.408032658514578
P183,Regiao_2,Tecnico_12,1,Tipo_16,N_1,2400,G_4,Origem_22,0.046,2018-07-06,30000,2018-08-17,29290,27.0,12.5,42.553,85240,0.18,0.44,0.9,1.65,2.35,3.05,3.05,0.8766666666,1.1833333333,1.6166666666,1.8433333333,2.1866666666,2.6766666666,2.6766666666,6017,30036,14982,39345,54278,144658,2600,2.910208262205531,42,2018,7,6,2018,8,17,2.910208262205531,4.821933333333333,0.017973426979496467,2.864208262205531,0.9763333333333334,2.6766666666,2.9338078676861525
P183,Regiao_2,Tecnico_12,2,Tipo_16,N_1,2400,G_4,Origem_22,0.046,2018-07-06,30000,2018-08-24,29120,27.0,12.5,49.283,97500,0.175,0.42,0.86,1.4,2.05,2.7,3.08,0.7866666666,1.07,1.5233333333,1.7433333333,2.0166666666,2.3766666666,2.8633333333,6004,30089,14982,82546,39740,173361,11360,3.3482142857142856,49,2018,7,6,2018,8,24,3.3482142857142856,5.7787,0.06552800226117754,3.3022142857142858,0.9706666666666667,2.8633333333,3.3939221180758055
